Tag	dynamicColors	mergedColors
TRAPPC12	yellow	yellow
TRAPPC13	midnightblue	midnightblue
TRAPPC2	green	green
TRAPPC2B	black	black
TRAPPC2L	blue	blue
TRAPPC3	blue	blue
TRAPPC4	black	black
TRAPPC6A	black	black
TRAPPC6B	blue	blue
TRAPPC8	blue	blue
TRAPPC9	lightyellow	lightyellow
TRAT1	greenyellow	greenyellow
TRDMT1	green	green
TREM1	grey	grey
TREM2	brown	brown
TREML1	brown	brown
TRERF1	turquoise	turquoise
TREX2	yellow	yellow
TRIAP1	purple	purple
TRIB1	grey	grey
TRIB2	pink	pink
TRIB3	turquoise	turquoise
TRIL	grey	grey
TRIM11	yellow	yellow
TRIM13	green	green
TRIM14	brown	brown
TRIM16	lightgreen	lightgreen
TRIM16L	lightgreen	lightgreen
TRIM17	yellow	yellow
TRIM2	blue	blue
TRIM21	brown	brown
TRIM22	brown	brown
TRIM23	midnightblue	midnightblue
TRIM24	blue	blue
TRIM25	blue	blue
TRIM26	red	lightcyan
TRIM27	brown	brown
TRIM28	lightcyan	lightcyan
TRIM29	magenta	magenta
TRIM3	yellow	yellow
TRIM31	lightgreen	lightgreen
TRIM32	blue	blue
TRIM33	blue	blue
TRIM35	grey	grey
TRIM36	grey	grey
TRIM37	blue	blue
TRIM38	green	green
TRIM39	yellow	yellow
TRIM4	grey	grey
TRIM41	yellow	yellow
TRIM44	blue	blue
TRIM45	yellow	yellow
TRIM46	yellow	yellow
TRIM47	red	lightcyan
TRIM5	blue	blue
TRIM52	green	green
TRIM54	grey	grey
TRIM56	blue	blue
TRIM59	turquoise	turquoise
TRIM6	grey	grey
TRIM62	red	lightcyan
TRIM65	red	lightcyan
TRIM66	green	green
TRIM68	turquoise	turquoise
TRIM69	greenyellow	greenyellow
TRIM8	turquoise	turquoise
TRIO	turquoise	turquoise
TRIOBP	yellow	yellow
TRIP10	red	lightcyan
TRIP11	blue	blue
TRIP12	blue	blue
TRIP13	turquoise	turquoise
TRIP4	grey	grey
TRIP6	red	lightcyan
TRIQK	grey	grey
TRIT1	turquoise	turquoise
TRMO	grey	grey
TRMT1	red	lightcyan
TRMT10A	salmon	salmon
TRMT10B	green	green
TRMT10C	turquoise	turquoise
TRMT11	green	green
TRMT112	black	black
TRMT12	lightyellow	lightyellow
TRMT13	green	green
TRMT1L	blue	blue
TRMT2A	red	lightcyan
TRMT2B	grey	grey
TRMT44	green	green
TRMT5	turquoise	turquoise
TRMT6	turquoise	turquoise
TRMT61A	lightyellow	lightyellow
TRMT61B	turquoise	turquoise
TRMU	yellow	yellow
TRNAU1AP	grey	grey
TRNP1	grey	grey
TRNT1	midnightblue	midnightblue
TRO	pink	pink
TROAP	turquoise	turquoise
TRPC1	blue	blue
TRPC4AP	grey	grey
TRPC6	grey	grey
TRPM2	brown	brown
TRPM4	lightcyan	lightcyan
TRPM7	blue	blue
TRPS1	blue	blue
TRPT1	black	black
TRPV2	brown	brown
TRPV4	magenta	magenta
TRRAP	blue	blue
TRUB1	turquoise	turquoise
TRUB2	cyan	black
TSACC	turquoise	turquoise
TSC1	blue	blue
TSC2	yellow	yellow
TSC22D1	turquoise	turquoise
TSC22D2	salmon	salmon
TSC22D3	turquoise	turquoise
TSC22D4	cyan	black
TSEN15	turquoise	turquoise
TSEN2	green	green
TSEN34	black	black
TSEN54	lightyellow	lightyellow
TSFM	black	black
TSG101	purple	purple
TSGA10	magenta	magenta
TSHZ1	blue	blue
TSHZ2	blue	blue
TSHZ3	pink	pink
TSKU	lightgreen	lightgreen
TSN	turquoise	turquoise
TSNARE1	lightyellow	lightyellow
TSNAX	red	lightcyan
TSNAXIP1	magenta	magenta
TSPAN1	magenta	magenta
TSPAN10	grey	grey
TSPAN11	turquoise	turquoise
TSPAN12	grey	grey
TSPAN13	grey	grey
TSPAN14	grey	grey
TSPAN15	grey	grey
TSPAN17	black	black
TSPAN18	tan	tan
TSPAN2	pink	pink
TSPAN3	turquoise	turquoise
TSPAN31	grey	grey
TSPAN32	greenyellow	greenyellow
TSPAN33	greenyellow	greenyellow
TSPAN4	brown	brown
TSPAN5	grey	grey
TSPAN6	grey	grey
TSPAN7	lightgreen	lightgreen
TSPAN8	lightgreen	lightgreen
TSPAN9	pink	pink
TSPO	blue	blue
TSPYL1	blue	blue
TSPYL2	yellow	yellow
TSPYL4	blue	blue
TSPYL5	grey	grey
TSR1	turquoise	turquoise
TSR2	black	black
TSR3	cyan	black
TSSC4	cyan	black
TSSK4	green	green
TSSK6	red	lightcyan
TST	blue	blue
TSTA3	lightyellow	lightyellow
TSTD1	blue	blue
TSTD2	blue	blue
TTBK2	midnightblue	midnightblue
TTC1	purple	purple
TTC12	magenta	magenta
TTC13	green	green
TTC14	green	green
TTC17	blue	blue
TTC19	turquoise	turquoise
TTC21A	magenta	magenta
TTC21B	blue	blue
TTC22	grey	grey
TTC23	grey	grey
TTC25	magenta	magenta
TTC26	magenta	magenta
TTC27	turquoise	turquoise
TTC28	blue	blue
TTC3	blue	blue
TTC30A	magenta	magenta
TTC30B	magenta	magenta
TTC31	yellow	yellow
TTC32	yellow	yellow
TTC33	turquoise	turquoise
TTC37	midnightblue	midnightblue
TTC38	grey	grey
TTC39A	grey	grey
TTC39B	midnightblue	midnightblue
TTC39C	grey	grey
TTC5	salmon	salmon
TTC6	green	green
TTC7A	brown	brown
TTC7B	blue	blue
TTC8	grey	grey
TTC9	grey	grey
TTC9C	black	black
TTF1	blue	blue
TTF2	turquoise	turquoise
TTI1	turquoise	turquoise
TTI2	grey	grey
TTK	turquoise	turquoise
TTL	turquoise	turquoise
TTLL1	magenta	magenta
TTLL11	lightgreen	lightgreen
TTLL12	red	lightcyan
TTLL3	yellow	yellow
TTLL4	turquoise	turquoise
TTLL5	blue	blue
TTLL7	blue	blue
TTPAL	blue	blue
TTYH2	brown	brown
TTYH3	turquoise	turquoise
TUB	magenta	magenta
TUBA1A	brown	brown
TUBA1B	turquoise	turquoise
TUBA1C	turquoise	turquoise
TUBA4A	blue	blue
TUBA4B	magenta	magenta
TUBAL3	grey	grey
TUBB	turquoise	turquoise
TUBB2A	turquoise	turquoise
TUBB2B	turquoise	turquoise
TUBB3	turquoise	turquoise
TUBB4A	turquoise	turquoise
TUBB4B	cyan	black
TUBB6	pink	pink
TUBD1	salmon	salmon
TUBE1	green	green
TUBG1	turquoise	turquoise
TUBG2	yellow	yellow
TUBGCP2	lightyellow	lightyellow
TUBGCP3	blue	blue
TUBGCP4	blue	blue
TUBGCP5	blue	blue
TUBGCP6	yellow	yellow
TUFM	cyan	black
TUFT1	grey	grey
TULP3	turquoise	turquoise
TULP4	blue	blue
TUSC1	grey	grey
TUSC2	blue	blue
TUSC3	turquoise	turquoise
TUT1	yellow	yellow
TVP23A	grey	grey
TVP23B	grey	grey
TVP23C	green	green
TWF1	turquoise	turquoise
TWF2	black	black
TWIST1	pink	pink
TWIST2	pink	pink
TWISTNB	turquoise	turquoise
TWSG1	pink	pink
TXK	greenyellow	greenyellow
TXLNA	blue	blue
TXLNB	magenta	magenta
TXLNG	blue	blue
TXN	lightgreen	lightgreen
TXN2	blue	blue
TXNDC11	turquoise	turquoise
TXNDC12	blue	blue
TXNDC15	brown	brown
TXNDC16	blue	blue
TXNDC17	blue	blue
TXNDC5	greenyellow	greenyellow
TXNDC9	turquoise	turquoise
TXNIP	brown	brown
TXNL1	purple	purple
TXNL4A	brown	brown
TXNL4B	grey	grey
TXNRD1	lightgreen	lightgreen
TXNRD2	lightyellow	lightyellow
TXNRD3	grey	grey
TYK2	red	lightcyan
TYMP	cyan	black
TYMS	turquoise	turquoise
TYRO3	grey	grey
TYROBP	brown	brown
TYRP1	tan	tan
TYSND1	lightyellow	lightyellow
TYW1	blue	blue
TYW1B	grey	grey
TYW3	blue	blue
TYW5	green	green
U2AF1L4	yellow	yellow
U2AF2	lightcyan	lightcyan
U2SURP	salmon	salmon
UACA	pink	pink
UAP1	grey	grey
UAP1L1	brown	brown
UBA1	red	lightcyan
UBA2	turquoise	turquoise
UBA3	grey	grey
UBA5	salmon	salmon
UBA52	black	black
UBA6	salmon	salmon
UBA7	brown	brown
UBAC1	cyan	black
UBAC2	grey	grey
UBALD1	cyan	black
UBALD2	black	black
UBAP1	grey	grey
UBAP1L	green	green
UBAP2	blue	blue
UBAP2L	blue	blue
UBASH3A	greenyellow	greenyellow
UBASH3B	brown	brown
UBB	blue	blue
UBC	green	green
UBD	greenyellow	greenyellow
UBE2A	purple	purple
UBE2B	midnightblue	midnightblue
UBE2C	turquoise	turquoise
UBE2D1	turquoise	turquoise
UBE2D2	midnightblue	midnightblue
UBE2D3	red	lightcyan
UBE2D4	turquoise	turquoise
UBE2E1	purple	purple
UBE2E2	brown	brown
UBE2E3	turquoise	turquoise
UBE2F	turquoise	turquoise
UBE2G1	blue	blue
UBE2G2	green	green
UBE2H	purple	purple
UBE2I	cyan	black
UBE2J1	greenyellow	greenyellow
UBE2J2	cyan	black
UBE2K	salmon	salmon
UBE2L3	black	black
UBE2L6	brown	brown
UBE2M	black	black
UBE2N	turquoise	turquoise
UBE2O	red	lightcyan
UBE2Q1	cyan	black
UBE2Q2	grey	grey
UBE2R2	turquoise	turquoise
UBE2S	turquoise	turquoise
UBE2T	turquoise	turquoise
UBE2V1	blue	blue
UBE2V2	turquoise	turquoise
UBE2W	lightcyan	lightcyan
UBE2Z	turquoise	turquoise
UBE3A	blue	blue
UBE3B	blue	blue
UBE3C	salmon	salmon
UBE4A	blue	blue
UBE4B	blue	blue
UBFD1	blue	blue
UBIAD1	cyan	black
UBL3	turquoise	turquoise
UBL4A	black	black
UBL5	black	black
UBL7	blue	blue
UBLCP1	midnightblue	midnightblue
UBN1	blue	blue
UBN2	green	green
UBOX5	grey	grey
UBP1	blue	blue
UBQLN1	salmon	salmon
UBQLN2	blue	blue
UBQLN4	turquoise	turquoise
UBQLNL	yellow	yellow
UBR1	blue	blue
UBR2	blue	blue
UBR3	blue	blue
UBR4	blue	blue
UBR5	blue	blue
UBR7	turquoise	turquoise
UBTD1	turquoise	turquoise
UBTD2	midnightblue	midnightblue
UBTF	lightcyan	lightcyan
UBXN1	black	black
UBXN10	magenta	magenta
UBXN11	yellow	yellow
UBXN2A	salmon	salmon
UBXN2B	blue	blue
UBXN4	salmon	salmon
UBXN6	black	black
UBXN7	salmon	salmon
UBXN8	lightgreen	lightgreen
UCHL1	lightgreen	lightgreen
UCHL3	turquoise	turquoise
UCHL5	brown	brown
UCK1	cyan	black
UCK2	turquoise	turquoise
UCKL1	yellow	yellow
UCN	yellow	yellow
UCN3	turquoise	turquoise
UCP2	grey	grey
UCP3	yellow	yellow
UEVLD	midnightblue	midnightblue
UFC1	purple	purple
UFL1	blue	blue
UFM1	grey	grey
UFSP1	cyan	black
UFSP2	midnightblue	midnightblue
UGCG	grey	grey
UGDH	lightgreen	lightgreen
UGGT1	blue	blue
UGGT2	blue	blue
UGP2	turquoise	turquoise
UGT8	turquoise	turquoise
UHMK1	blue	blue
UHRF1	turquoise	turquoise
UHRF1BP1	blue	blue
UHRF1BP1L	salmon	salmon
UHRF2	blue	blue
UIMC1	midnightblue	midnightblue
ULBP1	turquoise	turquoise
ULBP2	grey	grey
ULBP3	grey	grey
ULK1	lightcyan	lightcyan
ULK2	blue	blue
ULK3	yellow	yellow
ULK4	green	green
UMODL1	grey	grey
UMPS	turquoise	turquoise
UNC119	black	black
UNC119B	blue	blue
UNC13B	turquoise	turquoise
UNC13D	brown	brown
UNC45A	red	lightcyan
UNC50	purple	purple
UNC5B	pink	pink
UNC5C	pink	pink
UNC5CL	yellow	yellow
UNC93B1	cyan	black
UNG	turquoise	turquoise
UNK	yellow	yellow
UNKL	green	green
UPF1	red	lightcyan
UPF2	blue	blue
UPF3A	blue	blue
UPF3B	green	green
UPK2	turquoise	turquoise
UPK3A	grey	grey
UPK3B	tan	tan
UPP1	grey	grey
UPRT	midnightblue	midnightblue
UQCC1	grey	grey
UQCC2	purple	purple
UQCC3	black	black
UQCR10	blue	blue
UQCR11	black	black
UQCRB	purple	purple
UQCRC1	blue	blue
UQCRC2	purple	purple
UQCRFS1	turquoise	turquoise
UQCRH	purple	purple
UQCRHL	purple	purple
UQCRQ	purple	purple
URB1	blue	blue
URB2	turquoise	turquoise
URGCP	turquoise	turquoise
URI1	turquoise	turquoise
URM1	cyan	black
UROD	blue	blue
UROS	purple	purple
USB1	red	lightcyan
USE1	black	black
USF1	black	black
USF2	lightcyan	lightcyan
USF3	blue	blue
USHBP1	tan	tan
USO1	salmon	salmon
USP1	turquoise	turquoise
USP10	blue	blue
USP11	red	lightcyan
USP12	blue	blue
USP13	blue	blue
USP14	turquoise	turquoise
USP15	blue	blue
USP16	blue	blue
USP18	brown	brown
USP19	red	lightcyan
USP2	magenta	magenta
USP20	red	lightcyan
USP21	yellow	yellow
USP22	blue	blue
USP24	blue	blue
USP25	blue	blue
USP27X	turquoise	turquoise
USP28	blue	blue
USP3	blue	blue
USP30	salmon	salmon
USP31	blue	blue
USP32	blue	blue
USP33	blue	blue
USP34	blue	blue
USP35	yellow	yellow
USP36	red	lightcyan
USP37	blue	blue
USP38	salmon	salmon
USP39	turquoise	turquoise
USP4	blue	blue
USP40	grey	grey
USP42	turquoise	turquoise
USP43	grey	grey
USP44	turquoise	turquoise
USP45	green	green
USP46	blue	blue
USP47	blue	blue
USP48	blue	blue
USP49	green	green
USP5	turquoise	turquoise
USP51	magenta	magenta
USP53	blue	blue
USP54	blue	blue
USP6NL	blue	blue
USP7	blue	blue
USP8	blue	blue
USP9X	blue	blue
USPL1	green	green
UST	turquoise	turquoise
UTP11	turquoise	turquoise
UTP14A	turquoise	turquoise
UTP14C	blue	blue
UTP15	midnightblue	midnightblue
UTP18	turquoise	turquoise
UTP20	salmon	salmon
UTP23	turquoise	turquoise
UTP3	blue	blue
UTP4	turquoise	turquoise
UTP6	turquoise	turquoise
UTRN	blue	blue
UVRAG	blue	blue
UVSSA	green	green
UXS1	grey	grey
UXT	purple	purple
VAC14	red	lightcyan
VAMP1	green	green
VAMP2	turquoise	turquoise
VAMP3	brown	brown
VAMP4	midnightblue	midnightblue
VAMP5	blue	blue
VAMP7	salmon	salmon
VAMP8	blue	blue
VANGL1	turquoise	turquoise
VANGL2	grey	grey
VAPA	brown	brown
VAPB	grey	grey
VARS	red	lightcyan
VARS2	lightyellow	lightyellow
VASH1	tan	tan
VASH2	turquoise	turquoise
VASN	pink	pink
VASP	lightcyan	lightcyan
VAT1	brown	brown
VAV1	brown	brown
VAV2	red	lightcyan
VAV3	grey	grey
VAX2	brown	brown
VBP1	turquoise	turquoise
VCAM1	pink	pink
VCAN	pink	pink
VCL	pink	pink
VCP	red	lightcyan
VCPIP1	blue	blue
VCPKMT	green	green
VDAC1	turquoise	turquoise
VDAC2	turquoise	turquoise
VDAC3	turquoise	turquoise
VDR	brown	brown
VEGFA	yellow	yellow
VEGFB	black	black
VEGFC	pink	pink
VENTX	brown	brown
VEPH1	turquoise	turquoise
VEZF1	blue	blue
VEZT	blue	blue
VGF	turquoise	turquoise
VGLL1	grey	grey
VGLL3	pink	pink
VGLL4	blue	blue
VHL	blue	blue
VIL1	turquoise	turquoise
VILL	magenta	magenta
VIM	brown	brown
VIPAS39	grey	grey
VIPR1	turquoise	turquoise
VKORC1	blue	blue
VKORC1L1	grey	grey
VLDLR	grey	grey
VMA21	salmon	salmon
VMAC	yellow	yellow
VMO1	brown	brown
VMP1	green	green
VN1R1	grey60	grey60
VNN1	grey	grey
VNN2	brown	brown
VNN3	magenta	magenta
VOPP1	brown	brown
VPREB3	greenyellow	greenyellow
VPS11	grey	grey
VPS13A	green	green
VPS13B	blue	blue
VPS13C	blue	blue
VPS13D	blue	blue
VPS16	red	lightcyan
VPS18	red	lightcyan
VPS25	black	black
VPS26A	turquoise	turquoise
VPS26B	grey	grey
VPS28	lightyellow	lightyellow
VPS29	turquoise	turquoise
VPS33A	turquoise	turquoise
VPS33B	turquoise	turquoise
VPS35	grey	grey
VPS36	blue	blue
VPS37A	grey	grey
VPS37B	red	lightcyan
VPS37C	red	lightcyan
VPS37D	grey	grey
VPS39	blue	blue
VPS41	turquoise	turquoise
VPS45	green	green
VPS4A	cyan	black
VPS4B	blue	blue
VPS50	blue	blue
VPS51	red	lightcyan
VPS52	grey	grey
VPS53	blue	blue
VPS54	blue	blue
VPS72	black	black
VPS8	salmon	salmon
VPS9D1	yellow	yellow
VRK1	turquoise	turquoise
VRK2	salmon	salmon
VRK3	lightcyan	lightcyan
VSIG1	grey	grey
VSIG10	grey	grey
VSIG10L	grey	grey
VSIG2	turquoise	turquoise
VSIG4	brown	brown
VSNL1	grey	grey
VSTM2L	grey	grey
VSTM4	tan	tan
VTA1	turquoise	turquoise
VTCN1	magenta	magenta
VTI1A	blue	blue
VTI1B	grey	grey
VTN	grey	grey
VWA1	cyan	black
VWA2	turquoise	turquoise
VWA3A	magenta	magenta
VWA3B	magenta	magenta
VWA5A	turquoise	turquoise
VWA7	magenta	magenta
VWA8	blue	blue
VWDE	turquoise	turquoise
VWF	tan	tan
WAC	turquoise	turquoise
WAPL	blue	blue
WARS	greenyellow	greenyellow
WARS2	grey	grey
WAS	brown	brown
WASF1	turquoise	turquoise
WASF2	blue	blue
WASF3	grey	grey
WASL	blue	blue
WBP1	yellow	yellow
WBP11	turquoise	turquoise
WBP1L	pink	pink
WBP2	cyan	black
WBP4	grey	grey
WDFY1	salmon	salmon
WDFY2	blue	blue
WDFY3	blue	blue
WDFY4	greenyellow	greenyellow
WDHD1	turquoise	turquoise
WDR1	grey	grey
WDR11	blue	blue
WDR12	turquoise	turquoise
WDR13	black	black
WDR17	midnightblue	midnightblue
WDR18	red	lightcyan
WDR19	green	green
WDR20	blue	blue
WDR24	cyan	black
WDR25	grey	grey
WDR26	blue	blue
WDR27	green	green
WDR3	turquoise	turquoise
WDR31	blue	blue
WDR33	blue	blue
WDR34	cyan	black
WDR35	blue	blue
WDR36	midnightblue	midnightblue
WDR37	blue	blue
WDR38	magenta	magenta
WDR4	turquoise	turquoise
WDR41	midnightblue	midnightblue
WDR43	turquoise	turquoise
WDR44	blue	blue
WDR45	black	black
WDR45B	turquoise	turquoise
WDR46	black	black
WDR47	blue	blue
WDR48	blue	blue
WDR49	magenta	magenta
WDR5	red	lightcyan
WDR53	turquoise	turquoise
WDR54	magenta	magenta
WDR55	yellow	yellow
WDR59	yellow	yellow
WDR5B	green	green
WDR6	red	lightcyan
WDR60	green	green
WDR61	purple	purple
WDR62	turquoise	turquoise
WDR63	magenta	magenta
WDR66	magenta	magenta
WDR7	blue	blue
WDR70	turquoise	turquoise
WDR72	brown	brown
WDR73	green	green
WDR74	black	black
WDR75	turquoise	turquoise
WDR76	turquoise	turquoise
WDR77	turquoise	turquoise
WDR78	magenta	magenta
WDR81	red	lightcyan
WDR82	blue	blue
WDR83	red	lightcyan
WDR83OS	black	black
WDR86	yellow	yellow
WDR88	green	green
WDR89	blue	blue
WDR90	yellow	yellow
WDR91	yellow	yellow
WDR97	yellow	yellow
WDSUB1	grey	grey
WDTC1	red	lightcyan
WDYHV1	turquoise	turquoise
WEE1	blue	blue
WFDC1	pink	pink
WFDC10B	green	green
WFDC13	green	green
WFDC2	turquoise	turquoise
WFDC3	grey	grey
WFS1	grey	grey
WHAMM	blue	blue
WIF1	turquoise	turquoise
WIPF1	brown	brown
WIPF2	blue	blue
WIPF3	lightgreen	lightgreen
WIPI1	grey	grey
WIPI2	turquoise	turquoise
WIZ	red	lightcyan
WLS	grey	grey
WNK1	blue	blue
WNK2	grey	grey
WNT10A	brown	brown
WNT10B	greenyellow	greenyellow
WNT11	grey	grey
WNT2	pink	pink
WNT3	grey	grey
WNT4	turquoise	turquoise
WNT5A	pink	pink
WNT5B	grey	grey
WNT7A	grey	grey
WNT7B	grey	grey
WNT9A	grey	grey
WRAP53	black	black
WRAP73	cyan	black
WRN	blue	blue
WRNIP1	lightyellow	lightyellow
WSB1	green	green
WSB2	turquoise	turquoise
WSCD1	grey	grey
WTAP	salmon	salmon
WTIP	turquoise	turquoise
WWC1	grey	grey
WWC2	blue	blue
WWC3	purple	purple
WWOX	grey	grey
WWP1	blue	blue
WWP2	turquoise	turquoise
WWTR1	grey	grey
XAB2	red	lightcyan
XAF1	brown	brown
XAGE2	grey	grey
XCL1	greenyellow	greenyellow
XCL2	greenyellow	greenyellow
XCR1	greenyellow	greenyellow
XDH	grey	grey
XIAP	blue	blue
XK	grey	grey
XKR8	cyan	black
XKR9	grey	grey
XKRX	turquoise	turquoise
XPA	green	green
XPC	blue	blue
XPNPEP1	salmon	salmon
XPNPEP3	blue	blue
XPO1	salmon	salmon
XPO4	blue	blue
XPO5	turquoise	turquoise
XPO6	purple	purple
XPO7	blue	blue
XPOT	turquoise	turquoise
XPR1	blue	blue
XRCC1	lightcyan	lightcyan
XRCC2	turquoise	turquoise
XRCC3	lightcyan	lightcyan
XRCC4	grey	grey
XRCC5	turquoise	turquoise
XRCC6	green	green
XRN1	salmon	salmon
XRN2	blue	blue
XRRA1	blue	blue
XXYLT1	turquoise	turquoise
XYLB	turquoise	turquoise
XYLT1	pink	pink
XYLT2	red	lightcyan
YAF2	salmon	salmon
YAP1	blue	blue
YARS	turquoise	turquoise
YARS2	turquoise	turquoise
YBEY	grey	grey
YBX1	turquoise	turquoise
YBX2	turquoise	turquoise
YBX3	grey	grey
YDJC	black	black
YEATS2	salmon	salmon
YEATS4	turquoise	turquoise
YES1	turquoise	turquoise
YIF1A	black	black
YIF1B	black	black
YIPF1	blue	blue
YIPF2	black	black
YIPF3	blue	blue
YIPF4	salmon	salmon
YIPF5	midnightblue	midnightblue
YIPF6	brown	brown
YJEFN3	yellow	yellow
YKT6	turquoise	turquoise
YLPM1	blue	blue
YME1L1	turquoise	turquoise
YOD1	green	green
YPEL1	grey	grey
YPEL2	blue	blue
YPEL3	yellow	yellow
YPEL5	turquoise	turquoise
YRDC	purple	purple
YTHDC1	blue	blue
YTHDC2	midnightblue	midnightblue
YTHDF1	green	green
YTHDF2	grey	grey
YTHDF3	salmon	salmon
YWHAB	blue	blue
YWHAE	purple	purple
YWHAG	turquoise	turquoise
YWHAH	brown	brown
YWHAQ	turquoise	turquoise
YWHAZ	turquoise	turquoise
YY1	blue	blue
YY1AP1	blue	blue
ZADH2	blue	blue
ZAP70	greenyellow	greenyellow
ZBBX	magenta	magenta
ZBED1	grey	grey
ZBED2	brown	brown
ZBED3	blue	blue
ZBED4	blue	blue
ZBED5	green	green
ZBED6	blue	blue
ZBED6CL	turquoise	turquoise
ZBED8	green	green
ZBED9	grey	grey
ZBP1	greenyellow	greenyellow
ZBTB1	blue	blue
ZBTB10	blue	blue
ZBTB11	salmon	salmon
ZBTB12	lightcyan	lightcyan
ZBTB14	blue	blue
ZBTB16	turquoise	turquoise
ZBTB17	cyan	black
ZBTB18	green	green
ZBTB2	turquoise	turquoise
ZBTB21	blue	blue
ZBTB22	grey	grey
ZBTB24	blue	blue
ZBTB25	green	green
ZBTB26	green	green
ZBTB3	green	green
ZBTB32	greenyellow	greenyellow
ZBTB33	blue	blue
ZBTB34	blue	blue
ZBTB37	green	green
ZBTB38	salmon	salmon
ZBTB39	blue	blue
ZBTB4	turquoise	turquoise
ZBTB40	green	green
ZBTB41	blue	blue
ZBTB42	lightyellow	lightyellow
ZBTB43	blue	blue
ZBTB44	blue	blue
ZBTB45	lightcyan	lightcyan
ZBTB46	greenyellow	greenyellow
ZBTB47	brown	brown
ZBTB48	yellow	yellow
ZBTB49	green	green
ZBTB5	blue	blue
ZBTB6	blue	blue
ZBTB7A	red	lightcyan
ZBTB7B	red	lightcyan
ZBTB7C	turquoise	turquoise
ZBTB8A	blue	blue
ZBTB8OS	grey	grey
ZC2HC1A	midnightblue	midnightblue
ZC2HC1C	magenta	magenta
ZC3H10	grey	grey
ZC3H11A	blue	blue
ZC3H12A	yellow	yellow
ZC3H12C	blue	blue
ZC3H12D	greenyellow	greenyellow
ZC3H13	blue	blue
ZC3H14	blue	blue
ZC3H15	turquoise	turquoise
ZC3H18	red	lightcyan
ZC3H3	lightyellow	lightyellow
ZC3H4	lightcyan	lightcyan
ZC3H6	green	green
ZC3H7A	blue	blue
ZC3H7B	red	lightcyan
ZC3H8	green	green
ZC3HAV1	blue	blue
ZC3HAV1L	blue	blue
ZC3HC1	turquoise	turquoise
ZC4H2	grey	grey
ZCCHC10	midnightblue	midnightblue
ZCCHC14	blue	blue
ZCCHC17	purple	purple
ZCCHC2	blue	blue
ZCCHC24	pink	pink
ZCCHC3	lightcyan	lightcyan
ZCCHC4	green	green
ZCCHC7	salmon	salmon
ZCCHC8	salmon	salmon
ZCCHC9	midnightblue	midnightblue
ZCRB1	purple	purple
ZCWPW1	magenta	magenta
ZDBF2	salmon	salmon
ZDHHC1	turquoise	turquoise
ZDHHC11	turquoise	turquoise
ZDHHC12	cyan	black
ZDHHC13	green	green
ZDHHC14	brown	brown
ZDHHC15	midnightblue	midnightblue
ZDHHC16	grey	grey
ZDHHC17	green	green
ZDHHC18	red	lightcyan
ZDHHC2	red	lightcyan
ZDHHC20	salmon	salmon
ZDHHC21	green	green
ZDHHC23	salmon	salmon
ZDHHC24	yellow	yellow
ZDHHC3	grey	grey
ZDHHC4	turquoise	turquoise
ZDHHC5	blue	blue
ZDHHC6	grey	grey
ZDHHC7	purple	purple
ZDHHC8	red	lightcyan
ZDHHC9	turquoise	turquoise
ZEB1	pink	pink
ZEB2	brown	brown
ZER1	red	lightcyan
ZFAND1	grey	grey
ZFAND2A	turquoise	turquoise
ZFAND2B	black	black
ZFAND3	red	lightcyan
ZFAND4	blue	blue
ZFAND5	black	black
ZFAND6	red	lightcyan
ZFAT	grey	grey
ZFC3H1	green	green
ZFHX2	magenta	magenta
ZFHX3	blue	blue
ZFP1	blue	blue
ZFP14	grey60	grey60
ZFP2	turquoise	turquoise
ZFP28	grey60	grey60
ZFP3	green	green
ZFP30	grey60	grey60
ZFP36	tan	tan
ZFP36L1	brown	brown
ZFP36L2	brown	brown
ZFP37	grey60	grey60
ZFP41	lightyellow	lightyellow
ZFP57	grey	grey
ZFP62	blue	blue
ZFP64	turquoise	turquoise
ZFP69	green	green
ZFP69B	blue	blue
ZFP82	grey60	grey60
ZFP90	blue	blue
ZFP91	blue	blue
ZFP92	tan	tan
ZFPL1	black	black
ZFPM1	yellow	yellow
ZFPM2	pink	pink
ZFR	turquoise	turquoise
ZFX	blue	blue
ZFYVE1	blue	blue
ZFYVE16	midnightblue	midnightblue
ZFYVE19	grey	grey
ZFYVE21	grey	grey
ZFYVE26	blue	blue
ZFYVE27	yellow	yellow
ZFYVE28	yellow	yellow
ZFYVE9	blue	blue
ZG16B	magenta	magenta
ZGLP1	yellow	yellow
ZGPAT	red	lightcyan
ZGRF1	turquoise	turquoise
ZHX1	blue	blue
ZHX1-C8orf76	lightyellow	lightyellow
ZHX2	greenyellow	greenyellow
ZHX3	purple	purple
ZIC2	turquoise	turquoise
ZIK1	grey60	grey60
ZKSCAN1	blue	blue
ZKSCAN2	blue	blue
ZKSCAN3	blue	blue
ZKSCAN4	grey	grey
ZKSCAN5	blue	blue
ZKSCAN7	grey60	grey60
ZKSCAN8	blue	blue
ZMAT1	green	green
ZMAT2	grey	grey
ZMAT3	midnightblue	midnightblue
ZMAT5	blue	blue
ZMIZ1	blue	blue
ZMIZ2	turquoise	turquoise
ZMPSTE24	grey	grey
ZMYM1	green	green
ZMYM2	green	green
ZMYM3	blue	blue
ZMYM4	blue	blue
ZMYM5	green	green
ZMYM6	green	green
ZMYND10	magenta	magenta
ZMYND11	blue	blue
ZMYND12	magenta	magenta
ZMYND15	turquoise	turquoise
ZMYND19	cyan	black
ZMYND8	blue	blue
